Date,oil_price,usd_pkr_rate,7_day_avg_oil,7_day_avg_pkr,estimated_c_and_f_pkr,petrol_price_today,diesel_price_today,hobc_price_today,imf_pdl_shortfall,petrol_price_yesterday,base_import_liter_yesterday,c_and_f_delta_pkr,petrol_price_tomorrow,price_delta_tomorrow
2025-01-13,81.01000213623047,278.16534423828125,77.67,277.67,21566.63,317.72,344.4,372.3,67.93,316.37,134.29598960921336,1.35,318.66,0.94
2025-01-14,79.91999816894531,278.3999938964844,78.16,277.85,21716.76,318.66,345.34,373.24,67.93,317.72,135.6502663739803,0.94,320.23,1.57
2025-01-15,82.02999877929688,278.3999938964844,78.98,278.12,21965.92,320.23,346.91,374.81,67.93,318.66,136.59453917615906,1.57,321.3,1.07
2025-01-16,81.29000091552734,278.3999938964844,79.58,278.15,22135.18,321.3,347.98,375.88,67.93,320.23,138.16172139860493,1.06,322.5,1.2
2025-01-17,80.79000091552734,278.6000061035156,80.25,278.21,22326.35,322.5,349.18,377.08,67.93,321.3,139.2263329706202,1.2,323.01,0.51
2025-01-21,79.29000091552734,277.2745361328125,80.58,278.08,22407.69,323.01,349.69,377.59,67.93,322.5,140.42879292017585,0.51,322.92,-0.09
2025-01-22,79.0,278.5,80.48,278.25,22393.56,322.92,349.6,377.5,67.93,323.01,140.94036870939132,-0.09,322.25,-0.67
2025-01-23,78.29000091552734,278.3999938964844,80.09,278.28,22287.45,322.25,348.93,376.83,67.93,322.92,140.85151616169875,-0.67,321.9,-0.35
2025-01-24,78.5,278.6000061035156,79.88,278.31,22231.4,321.9,348.58,376.48,67.93,322.25,140.1840729116217,-0.35,320.55,-1.35
2025-01-27,77.08000183105469,276.65966796875,79.18,278.06,22016.79,320.55,347.23,375.13,67.93,321.9,139.83157616660483,-1.35,319.61,-0.94
2025-01-28,77.48999786376953,278.70001220703125,78.63,278.1,21867.0,319.61,346.29,374.19,67.93,320.55,138.4817047934737,-0.94,318.57,-1.04
2025-01-29,76.58000183105469,278.75,78.03,278.13,21702.48,318.57,345.25,373.15,67.93,319.61,137.53956612804822,-1.03,318.05,-0.52
2025-01-30,76.87000274658203,278.29998779296875,77.69,278.27,21618.8,318.05,344.73,372.63,67.93,318.57,136.5047702013372,-0.53,317.47,-0.58
2025-01-31,76.76000213623047,278.29998779296875,77.37,278.24,21527.43,317.47,344.15,372.05,67.93,318.05,135.97839005704867,-0.57,317.11,-0.36
2025-02-03,75.95999908447266,281.7514343261719,77.03,278.72,21469.8,317.11,343.79,371.69,67.93,317.47,135.40370470541617,-0.36,316.34,-0.77
2025-02-04,76.19999694824219,275.5766296386719,76.71,278.29,21347.63,316.34,343.02,370.92,67.93,317.11,135.04123984979907,-0.77,315.85,-0.49
2025-02-05,74.61000061035156,278.6000061035156,76.35,278.57,21268.82,315.85,342.53,370.43,67.93,316.34,134.2727763905225,-0.5,315.06,-0.79
2025-02-06,74.29000091552734,278.70001220703125,75.9,278.57,21143.46,315.06,341.74,369.64,67.93,315.85,133.77709812751985,-0.79,314.58,-0.48
2025-02-07,74.66000366210938,278.8999938964844,75.62,278.59,21066.98,314.58,341.26,369.16,67.93,315.06,132.98862800103154,-0.48,314.37,-0.21
2025-02-10,75.87000274658203,278.77093505859375,75.48,278.66,21033.26,314.37,341.05,368.95,67.93,314.58,132.50753709422784,-0.21,314.45,0.08
2025-02-11,77.0,278.75,75.51,278.72,21046.15,314.45,341.13,369.03,67.93,314.37,132.2954505714304,0.08,314.05,-0.4
2025-02-12,75.18000030517578,278.75,75.4,278.29,20983.07,314.05,340.73,368.63,67.93,314.45,132.3765288985892,-0.4,313.97,-0.08
2025-02-13,75.0199966430664,278.70001220703125,75.23,278.74,20969.61,313.97,340.65,368.55,67.93,314.05,131.97975935139354,-0.08,314.03,0.06
2025-02-14,74.73999786376953,279.0,75.25,278.8,20979.7,314.03,340.71,368.61,67.93,313.97,131.8951247586281,0.06,314.34,0.31
2025-02-18,75.83999633789062,277.6875,75.47,278.65,21029.72,314.34,341.02,368.92,67.93,314.03,131.95858780906616,0.31,314.7,0.36
2025-02-19,76.04000091552734,279.0,75.67,278.67,21086.96,314.7,341.38,369.28,67.93,314.34,132.27317642322956,0.36,314.89,0.19
2025-02-20,76.4800033569336,279.25,75.76,278.73,21116.58,314.89,341.57,369.47,67.93,314.7,132.63322724499488,0.19,314.26,-0.63
2025-02-21,74.43000030517578,279.1000061035156,75.39,278.78,21017.22,314.26,340.94,368.84,67.93,314.89,132.81956889557011,-0.62,314.12,-0.14
2025-02-24,74.77999877929688,278.0712890625,75.33,278.69,20993.72,314.12,340.8,368.7,67.93,314.26,132.19460836420586,-0.15,313.68,-0.44
2025-02-25,73.0199966430664,279.5,75.05,278.8,20923.94,313.68,340.36,368.26,67.93,314.12,132.0467566530597,-0.44,313.15,-0.53
2025-02-26,72.52999877929688,279.5,74.73,278.87,20839.96,313.15,339.83,367.73,67.93,313.68,131.60786730990583,-0.53,312.82,-0.33
2025-02-27,74.04000091552734,279.5,74.47,279.13,20786.81,312.82,339.5,367.4,67.93,313.15,131.07961720140642,-0.33,312.13,-0.69
2025-02-28,73.18000030517578,279.29998779296875,74.07,279.17,20678.12,312.13,338.81,366.71,67.93,312.82,130.74535087774473,-0.68,310.86,-1.27
2025-03-03,71.62000274658203,278.57373046875,73.37,279.08,20476.1,310.86,337.54,365.44,67.93,312.13,130.06171510878247,-1.27,310.05,-0.81
2025-03-04,71.04000091552734,279.5,72.89,279.14,20346.51,310.05,336.73,364.63,67.93,310.86,128.79103071320299,-0.82,308.75,-1.3
2025-03-05,69.30000305175781,279.6000061035156,72.1,279.35,20141.13,308.75,335.43,363.33,67.93,310.05,127.97596407253423,-1.29,307.88,-0.87
2025-03-06,69.45999908447266,279.5,71.6,279.35,20001.46,307.88,334.56,362.46,67.93,308.75,126.68416285608257,-0.88,307.26,-0.62
2025-03-07,70.36000061035156,278.3293762207031,71.29,279.19,19903.46,307.26,333.94,361.84,67.93,307.88,125.80563190701126,-0.62,306.02,-1.24
2025-03-10,69.27999877929688,278.8594055175781,70.61,279.09,19706.54,306.02,332.7,360.6,67.93,307.26,125.1891984879267,-1.24,305.14,-0.88
2025-03-11,69.55999755859375,279.8500061035156,70.09,279.17,19567.03,305.14,331.82,359.72,67.93,306.02,123.95066829363405,-0.88,304.96,-0.18
2025-03-12,70.94999694824219,278.404052734375,69.99,279.15,19537.71,304.96,331.64,359.54,67.93,305.14,123.07311478296968,-0.18,304.7,-0.26
2025-03-13,69.87999725341797,279.95001220703125,69.83,279.21,19497.23,304.7,331.38,359.28,67.93,304.96,122.88871731651014,-0.25,304.95,0.25
2025-03-14,70.58000183105469,278.4954528808594,70.01,279.06,19536.99,304.95,331.63,359.53,67.93,304.7,122.63414178517739,0.25,305.26,0.31
2025-03-17,71.06999969482422,277.9997253417969,70.24,278.84,19585.72,305.26,331.94,359.84,67.93,304.95,122.8842018529817,0.31,305.41,0.15
2025-03-18,70.55999755859375,279.95001220703125,70.27,279.07,19610.25,305.41,332.09,359.99,67.93,305.26,123.19071119022308,0.15,305.86,0.45
2025-03-19,70.77999877929688,280.0,70.48,279.24,19680.84,305.86,332.54,360.44,67.93,305.41,123.34498355211431,0.44,306.48,0.62
2025-03-20,72.0,280.0,70.83,279.26,19779.99,306.48,333.16,361.06,67.93,305.86,123.7889588456918,0.62,306.88,0.4
2025-03-21,72.16000366210938,280.0,71.0,279.49,19843.79,306.88,333.56,361.46,67.93,306.48,124.41259851434394,0.4,307.55,0.67
2025-03-24,73.0,278.043212890625,71.45,279.21,19949.55,307.55,334.23,362.13,67.93,306.88,124.81391560316253,0.67,308.27,0.72
2025-03-25,73.0199966430664,280.1000061035156,71.8,279.44,20063.79,308.27,334.95,362.85,67.93,307.55,125.47915552843942,0.72,309.08,0.81
2025-03-26,73.79000091552734,280.0,72.19,279.73,20193.71,309.08,335.76,363.66,67.93,308.27,126.19768911923616,0.82,309.95,0.87
2025-03-27,74.02999877929688,280.04998779296875,72.68,279.74,20331.5,309.95,336.63,364.53,67.93,309.08,127.01484209400769,0.87,310.67,0.72
2025-03-28,73.62999725341797,280.0,73.09,279.74,20446.2,310.67,337.35,365.25,67.93,309.95,127.88154503198376,0.72,311.08,0.41
2025-03-31,74.73999786376953,275.8041687011719,73.48,279.14,20511.21,311.08,337.76,365.66,67.93,310.67,128.60294615283013,0.41,311.66,0.58
2025-04-01,74.48999786376953,280.0,73.81,279.14,20603.32,311.66,338.34,366.24,67.93,311.08,129.0118512834383,0.58,312.28,0.62
2025-04-02,74.94999694824219,280.0,74.09,279.42,20702.23,312.28,338.96,366.86,67.93,311.66,129.59124582513036,0.62,311.55,-0.73
2025-04-03,70.13999938964844,279.8999938964844,73.68,279.39,20585.46,311.55,338.23,366.13,67.93,312.28,130.21333693949822,-0.73,309.52,-2.03
2025-04-04,65.58000183105469,280.29998779296875,72.51,279.44,20262.19,309.52,336.2,364.1,67.93,311.55,129.4788580198381,-2.03,307.11,-2.41
2025-04-07,64.20999908447266,281.0068054199219,71.11,279.57,19880.22,307.11,333.79,361.69,67.93,309.52,127.44560498657124,-2.4,304.41,-2.7
2025-04-08,62.81999969482422,280.29998779296875,69.56,279.62,19450.37,304.41,331.09,358.99,67.93,307.11,125.04307081711083,-2.7,302.38,-2.03
2025-04-09,65.4800033569336,280.6000061035156,68.24,280.3,19127.67,302.38,329.06,356.96,67.93,304.41,122.33935604797877,-2.03,299.59,-2.79
2025-04-10,63.33000183105469,280.5,66.64,280.37,18683.86,299.59,326.27,354.17,67.93,302.38,120.309660538283,-2.79,297.06,-2.53
2025-04-11,64.76000213623047,280.3999938964844,65.19,280.43,18281.23,297.06,323.74,351.64,67.93,299.59,117.51814173485884,-2.53,295.67,-1.39
2025-04-14,64.87999725341797,278.8634033203125,64.44,280.28,18061.24,295.67,322.35,350.25,67.93,297.06,114.98570134665098,-1.38,295.44,-0.23
2025-04-15,64.66999816894531,280.20001220703125,64.31,280.27,18024.16,295.44,322.12,350.02,67.93,295.67,113.60201274318024,-0.23,295.75,0.31
2025-04-16,65.8499984741211,279.4176940917969,64.54,280.04,18073.78,295.75,322.43,350.33,67.93,295.44,113.36878927207886,0.31,296.97,1.22
2025-04-17,67.95999908447266,278.8681335449219,65.28,279.84,18267.96,296.97,323.65,351.55,67.93,295.75,113.68087705284081,1.22,297.45,0.48
2025-04-22,67.44000244140625,280.3999938964844,65.56,279.81,18344.34,297.45,324.13,352.03,67.93,296.97,114.90219451904873,0.48,298.14,0.69
2025-04-23,66.12000274658203,280.6000061035156,65.95,279.82,18454.13,298.14,324.82,352.72,67.93,297.45,115.38266399139553,0.69,298.55,0.41
2025-04-24,66.55000305175781,279.46490478515625,66.21,279.69,18518.27,298.55,325.23,353.13,67.93,298.14,116.07319466371466,0.4,299.07,0.52
2025-04-25,66.87000274658203,279.46881103515625,66.49,279.77,18601.91,299.07,325.75,353.65,67.93,298.55,116.47666098486037,0.53,299.41,0.34
2025-04-28,65.86000061035156,280.70001220703125,66.66,279.85,18654.8,299.41,326.09,353.99,67.93,299.07,117.00269393095033,0.33,299.11,-0.3
2025-04-29,64.25,280.8999938964844,66.44,280.06,18607.19,299.11,325.79,353.69,67.93,299.41,117.3353859120557,-0.3,297.99,-1.12
2025-04-30,63.119998931884766,280.8999938964844,65.74,280.35,18430.21,297.99,324.67,352.57,67.93,299.11,117.03589853258443,-1.11,296.68,-1.31
2025-05-01,62.130001068115234,280.6000061035156,64.99,280.38,18221.9,296.68,323.36,351.26,67.93,297.99,115.9227421109902,-1.31,295.45,-1.23
2025-05-02,61.290000915527344,280.41455078125,64.3,280.35,18026.5,295.45,322.13,350.03,67.93,296.68,114.61249158736248,-1.23,293.89,-1.56
2025-05-05,60.22999954223633,280.2495422363281,63.39,280.46,17778.36,293.89,320.57,348.47,67.93,295.45,113.38351563335368,-1.56,292.79,-1.1
2025-05-06,62.150001525878906,280.8999938964844,62.72,280.67,17603.62,292.79,319.47,347.37,67.93,293.89,111.82272387050513,-1.1,291.54,-1.25
2025-05-07,61.119998931884766,279.84161376953125,62.04,280.54,17404.7,291.54,318.22,346.12,67.93,292.79,110.72365916710172,-1.25,291.14,-0.4
2025-05-08,62.84000015258789,279.96112060546875,61.84,280.41,17340.55,291.14,317.82,345.72,67.93,291.54,109.47248265581463,-0.4,291.27,0.13
2025-05-09,63.90999984741211,279.73944091796875,61.95,280.24,17360.87,291.27,317.95,345.85,67.93,291.14,109.06900815789972,0.13,291.96,0.69
2025-05-12,64.95999908447266,279.987548828125,62.36,280.16,17470.78,291.96,318.64,346.54,67.93,291.27,109.19677709498262,0.69,293.25,1.29
2025-05-13,66.62999725341797,279.5299377441406,63.12,280.03,17675.49,293.25,319.93,347.83,67.93,291.96,109.88808896324858,1.29,294.8,1.55
2025-05-14,66.08999633789062,281.5,63.96,280.21,17922.23,294.8,321.48,349.38,67.93,293.25,111.17571625353015,1.55,295.38,0.58
2025-05-15,64.52999877929688,280.54754638671875,64.3,280.16,18014.29,295.38,322.06,349.96,67.93,294.8,112.72765446231453,0.58,296.54,1.16
2025-05-16,65.41000366210938,281.29998779296875,64.91,280.37,18198.82,296.54,323.22,351.12,67.93,295.38,113.30667287262482,1.16,297.26,0.72
2025-05-19,65.54000091552734,280.527099609375,65.3,280.45,18313.38,297.26,323.94,351.84,67.93,296.54,114.46732563039745,0.72,297.71,0.45
2025-05-20,65.37999725341797,281.16375732421875,65.51,280.65,18385.38,297.71,324.39,352.29,67.93,297.26,115.18793989445678,0.45,297.72,0.01
2025-05-21,64.91000366210938,280.3999938964844,65.5,280.71,18386.5,297.72,324.4,352.3,67.93,297.71,115.64078509563674,0.01,297.22,-0.5
2025-05-22,64.44000244140625,280.4014587402344,65.19,280.83,18307.31,297.22,323.9,351.8,67.93,297.72,115.64785171114619,-0.5,296.81,-0.41
2025-05-23,64.77999877929688,280.2604064941406,65.0,280.66,18242.9,296.81,323.49,351.39,67.93,297.22,115.14971475655241,-0.41,296.71,-0.1
2025-05-27,64.08999633789062,280.6180114746094,64.94,280.67,18226.71,296.71,323.39,351.29,67.93,296.81,114.74460175989233,-0.1,296.58,-0.13
2025-05-28,64.9000015258789,281.5604248046875,64.86,280.7,18206.2,296.58,323.26,351.16,67.93,296.71,114.64276827665155,-0.13,296.29,-0.29
2025-05-29,64.1500015258789,281.54498291015625,64.66,280.85,18159.76,296.29,322.97,350.87,67.93,296.58,114.5137778560511,-0.29,295.89,-0.4
2025-05-30,63.900001525878906,280.69677734375,64.45,280.78,18096.27,295.89,322.57,350.47,67.93,296.29,114.22167221219347,-0.4,295.79,-0.1
2025-06-02,64.62999725341797,279.8917541503906,64.41,280.71,18080.53,295.79,322.47,350.37,67.93,295.89,113.82233138558499,-0.1,296.09,0.3
2025-06-03,65.62999725341797,280.3494567871094,64.58,280.7,18127.61,296.09,322.77,350.67,67.93,295.79,113.72333020938817,0.3,296.22,0.13
2025-06-04,64.86000061035156,282.2523498535156,64.59,280.99,18149.14,296.22,322.9,350.8,67.93,296.09,114.01942297168951,0.14,296.54,0.32
2025-06-05,65.33999633789062,280.59600830078125,64.77,280.98,18199.07,296.54,323.22,351.12,67.93,296.22,114.15489379634815,0.31,296.97,0.43
2025-06-06,66.47000122070312,282.0,65.0,281.05,18268.25,296.97,323.65,351.55,67.93,296.54,114.46894777560429,0.44,297.67,0.7
2025-06-09,67.04000091552734,281.1230773925781,65.41,280.99,18379.56,297.67,324.35,352.25,67.93,296.97,114.90404875870354,0.7,298.49,0.82
2025-06-10,66.87000274658203,282.0,65.83,281.17,18509.42,298.49,325.17,353.07,67.93,297.67,115.60414310604011,0.82,299.93,1.44
2025-06-11,69.7699966430664,282.0,66.57,281.47,18737.46,299.93,326.61,354.51,67.93,298.49,116.42097215495606,1.43,300.96,1.03
2025-06-12,69.36000061035156,282.0,67.1,281.71,18902.74,300.96,327.64,355.54,67.93,299.93,117.85528313635707,1.04,303.32,2.36
2025-06-13,74.2300033569336,282.0,68.44,281.67,19277.49,303.32,330.0,357.9,67.93,300.96,118.89488448741092,2.36,305.34,2.02
2025-06-16,73.2300033569336,280.8703308105469,69.57,281.71,19598.56,305.34,332.02,359.92,67.93,303.32,121.25201934749383,2.02,307.9,2.56
2025-06-17,76.44999694824219,282.70001220703125,70.99,281.81,20005.69,307.9,334.58,362.48,67.93,305.34,123.27149200878057,2.56,310.47,2.57
2025-06-18,76.69999694824219,283.0,72.37,282.08,20414.13,310.47,337.15,365.05,67.93,307.9,125.83224980658795,2.57,313.13,2.66
2025-06-20,77.01000213623047,283.29998779296875,73.82,282.27,20837.17,313.13,339.81,367.71,67.93,310.47,128.40125041670075,2.66,313.59,0.46
2025-06-23,71.4800033569336,282.2789001464844,74.07,282.31,20910.7,313.59,340.27,368.17,67.93,313.13,131.06210822268486,0.46,313.12,-0.47
2025-06-24,67.13999938964844,283.3999938964844,73.75,282.51,20835.11,313.12,339.8,367.7,67.93,313.59,131.52460075352073,-0.48,311.54,-1.58
2025-06-25,67.68000030517578,283.38946533203125,72.81,282.71,20584.12,311.54,338.22,366.12,67.93,313.12,131.04915810726663,-1.58,310.32,-1.22
2025-06-26,67.7300033569336,283.45001220703125,72.03,283.07,20389.53,310.32,337.0,364.9,67.93,311.54,129.47042902878852,-1.22,308.15,-2.17
2025-06-27,67.7699966430664,283.3999938964844,70.79,283.17,20045.6,308.15,334.83,362.73,67.93,310.32,128.24653650927434,-2.16,305.78,-2.37
2025-06-30,67.61000061035156,282.05145263671875,69.49,283.04,19668.45,305.78,332.46,360.36,67.93,308.15,126.08329171567489,-2.37,303.27,-2.51
2025-07-01,67.11000061035156,283.5,68.07,283.07,19268.57,303.27,329.95,357.85,67.93,305.78,123.71105562089983,-2.52,302.75,-0.52
2025-07-02,69.11000061035156,283.5,67.74,283.24,19186.68,302.75,329.43,357.33,67.93,303.27,121.19591476032629,-0.52,303.14,0.39
2025-07-03,68.80000305175781,283.1203918457031,67.97,283.2,19249.1,303.14,329.82,357.72,67.93,302.75,120.6807952851491,0.39,303.33,0.19
2025-07-04,68.29000091552734,283.70001220703125,68.06,283.25,19278.0,303.33,330.01,357.91,67.93,303.14,121.07344625661217,0.18,303.73,0.4
2025-07-07,69.58000183105469,282.5014953613281,68.32,283.11,19342.08,303.73,330.41,358.31,67.93,303.33,121.25516551667747,0.4,304.37,0.64
2025-07-08,70.1500015258789,284.0,68.66,283.2,19444.51,304.37,331.05,358.95,67.93,303.73,121.65821859648902,0.64,305.15,0.78
2025-07-09,70.19000244140625,284.0,69.03,283.47,19567.93,305.15,331.83,359.73,67.93,304.37,122.30252787963795,0.78,305.58,0.43
2025-07-10,68.63999938964844,284.0,69.25,283.55,19635.84,305.58,332.26,360.16,67.93,305.15,123.07883097360164,0.43,305.94,0.36
2025-07-11,70.36000061035156,284.25,69.43,283.65,19693.82,305.94,332.62,360.52,67.93,305.58,123.50593130255935,0.36,306.04,0.1
2025-07-14,69.20999908447266,282.9370422363281,69.49,283.63,19709.45,306.04,332.72,360.62,67.93,305.94,123.87062778717758,0.1,306.19,0.15
2025-07-15,68.70999908447266,284.45001220703125,69.55,283.73,19733.42,306.19,332.87,360.77,67.93,306.04,123.96893268003043,0.15,306.04,-0.15
